symbol,date,expiry,option_type,strike_price,open,high,low,close,ltp,settle_price,no_of_contracts,turnover_in_lakhs,premium_turnover_in_lakhs,open_int,change_in_oi,underlying_value,time_to_expiration
NIFTY,2025-06-06,2025-06-19,CE,26450.0,3.35,5.95,2.85,3.2,3.0,3.2,11647.0,231081.32,33.95,503250.0,428175.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,23700.0,1385.05,1385.05,1385.05,1385.05,1385.05,1367.6,1.0,18.81,1.04,600.0,,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,24550.0,430.45,639.65,358.65,600.3,595.8,600.3,947.0,17767.43,330.79,16500.0,10275.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,26050.0,12.0,23.1,7.5,13.9,13.85,13.9,5829.0,113950.79,66.7,85425.0,41325.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,24850.0,242.9,429.3,202.8,379.5,375.45,379.5,4912.0,92619.94,1072.54,54600.0,375.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,24500.0,456.95,686.65,388.05,639.95,636.0,639.95,4025.0,75586.71,1627.34,84375.0,35775.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,26650.0,2.9,3.55,2.15,2.3,2.15,2.3,1256.0,25106.78,2.48,22500.0,14175.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,26400.0,4.0,7.25,3.35,3.8,3.75,3.8,37670.0,745986.91,120.91,1244700.0,1127250.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,26300.0,4.8,9.55,3.9,5.4,5.4,5.4,14899.0,293950.21,67.44,426525.0,125550.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,25800.0,22.65,51.7,16.65,34.1,33.25,34.1,21113.0,409026.31,489.76,246525.0,100350.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,26700.0,2.75,3.2,2.05,2.15,2.1,2.15,18325.0,366991.05,32.92,509625.0,428850.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,24950.0,209.0,367.5,164.35,318.45,311.25,318.45,6639.0,125558.51,1326.22,54525.0,30150.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,25600.0,38.15,90.85,30.0,65.5,65.6,65.5,18413.0,354368.83,839.23,226650.0,91650.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,23350.0,1724.05,1724.05,1724.05,1724.05,1724.05,1724.05,1.0,18.81,1.29,375.0,75.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,23100.0,1930.0,1930.0,1930.0,1930.0,1930.0,1953.8,1.0,18.77,1.45,375.0,75.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,23900.0,880.0,963.55,880.0,947.25,947.25,1179.85,29.0,540.22,20.4,1650.0,1275.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,25350.0,76.65,169.0,60.0,133.1,130.5,133.1,5473.0,104535.67,480.26,50400.0,35250.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,23450.0,1590.0,1590.0,1590.0,1590.0,1590.0,1609.0,1.0,18.78,1.19,300.0,75.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,24650.0,344.95,571.5,300.0,520.15,517.8,520.15,2027.0,38059.92,585.76,27975.0,12075.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,24800.0,277.45,463.35,224.1,414.75,413.1,414.75,19411.0,365688.17,4643.57,268950.0,-5100.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,24000.0,838.0,1110.95,772.25,1087.35,1086.5,1087.35,127.0,2376.87,90.87,8475.0,3525.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,24750.0,294.35,496.4,248.8,446.65,442.0,446.65,7128.0,134069.14,1755.64,43800.0,975.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,23950.0,814.25,1116.0,814.25,1116.0,1116.0,1133.95,3.0,56.01,2.12,300.0,75.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,23650.0,1426.8,1426.8,1426.8,1426.8,1426.8,1426.8,1.0,18.81,1.07,300.0,75.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,26750.0,2.3,3.05,1.9,2.05,2.0,2.05,5017.0,100661.86,8.3,113700.0,96825.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,26150.0,7.0,16.4,5.95,9.65,9.65,9.65,3163.0,62060.22,25.89,63525.0,50325.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,25050.0,160.05,309.7,130.55,263.95,258.0,263.95,8695.0,164850.27,1492.96,72450.0,54750.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,25450.0,57.3,133.8,45.85,101.9,101.55,101.9,6129.0,117374.93,387.64,40725.0,25575.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,23500.0,1266.3,1572.0,1266.3,1569.25,1569.25,1569.25,54.0,1009.61,57.86,3225.0,825.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,25100.0,155.15,282.35,115.7,237.8,232.05,237.8,18515.0,351330.4,2785.53,203175.0,127125.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,23850.0,1232.4,1232.4,1232.4,1232.4,1232.4,1226.2,1.0,18.81,0.92,525.0,75.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,24900.0,232.05,397.45,182.8,351.6,345.6,351.6,20156.0,380839.51,4426.21,259575.0,31725.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,23400.0,1398.0,1659.1,1340.0,1659.1,1659.1,1659.1,9.0,167.9,9.95,750.0,,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-19,CE,23250.0,1822.65,1822.65,1822.65,1822.65,1822.65,1822.65,1.0,18.8,1.37,300.0,75.0,25003.05,0.03559206023271732
NIFTY,2025-06-06,2025-06-26,CE,23100.0,1977.0,2024.8,1977.0,2005.0,2005.0,1985.95,3.0,56.48,4.51,11025.0,-150.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,20450.0,4641.6,4641.95,4641.6,4641.8,4641.95,4641.8,2.0,37.64,6.96,1050.0,150.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25650.0,70.85,136.0,61.85,114.75,115.05,114.75,2672.0,51601.5,198.9,60000.0,12900.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26150.0,24.65,44.4,19.6,32.95,33.4,32.95,1098.0,21561.74,27.21,33450.0,-3375.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24100.0,847.5,1075.6,776.5,1057.5,1059.55,1057.5,414.0,7771.58,288.53,69600.0,-10575.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,22500.0,2344.25,2627.0,2300.0,2592.45,2584.35,2592.45,165.0,3092.68,308.3,307800.0,-75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25500.0,107.3,184.2,84.45,157.4,158.0,157.4,99728.0,1917761.78,10463.78,3731100.0,293475.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26200.0,22.0,38.85,17.0,28.3,28.8,28.3,20187.0,397079.69,405.14,567900.0,16275.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26250.0,17.7,38.9,14.95,24.85,25.05,24.85,3401.0,67009.76,52.58,42375.0,10500.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25550.0,99.0,167.0,76.55,142.3,142.0,142.3,3540.0,68147.83,312.58,55050.0,11250.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26600.0,9.0,14.35,7.1,10.25,10.45,10.25,14056.0,280527.08,109.88,294075.0,-49650.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,21000.0,3797.7,4115.0,3749.0,4079.7,4070.2,4079.7,55.0,1031.46,165.21,442500.0,-1875.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25000.0,312.5,421.5,225.0,382.5,378.1,382.5,134184.0,2550008.79,34058.79,4144775.0,-296200.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26000.0,37.0,64.0,29.0,49.5,50.3,49.5,120414.0,2352250.58,4177.58,5311475.0,-315975.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24900.0,337.0,482.85,265.8,442.4,438.0,442.4,40387.0,765658.52,11431.3,1276425.0,-27600.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,22850.0,2031.75,2031.75,1947.95,1947.95,1947.95,2231.2,2.0,37.26,2.98,2025.0,75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23500.0,1420.0,1659.35,1300.0,1619.05,1615.2,1619.05,589.0,11063.56,682.44,477525.0,-12000.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,22700.0,2405.5,2405.5,2405.5,2405.5,2405.5,2379.4,1.0,18.83,1.8,16725.0,,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,30000.0,2.3,3.05,2.05,2.5,2.35,2.5,11262.0,253414.66,19.66,3530850.0,132450.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23150.0,1980.1,1980.1,1978.4,1978.4,1978.4,1937.25,3.0,56.54,4.45,2400.0,225.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23300.0,1590.9,1830.0,1590.9,1830.0,1830.0,1792.15,19.0,357.45,25.42,46650.0,-1050.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26700.0,6.6,10.75,5.5,8.15,8.3,8.15,3630.0,72713.71,22.96,153000.0,-5100.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25300.0,167.5,264.0,128.6,232.0,231.75,232.0,18871.0,360901.88,2824.65,608325.0,-38400.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26450.0,11.65,20.5,9.3,14.85,15.05,14.85,2126.0,42196.07,21.55,17700.0,3600.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26800.0,5.3,9.0,5.15,6.75,7.0,6.75,5635.0,113292.38,28.88,411825.0,3000.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24650.0,437.55,650.95,391.8,606.25,599.45,606.25,1767.0,33338.87,671.46,64950.0,-11925.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23850.0,1085.0,1280.25,1085.0,1280.25,1280.25,1280.7,3.0,56.3,2.64,5325.0,75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,22800.0,1990.0,2320.0,1988.0,2305.5,2305.5,2280.55,31.0,583.29,53.19,15600.0,-1500.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26650.0,7.3,13.6,6.6,9.35,9.55,9.35,1655.0,33091.32,12.01,81825.0,-2925.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26500.0,11.9,18.45,9.0,13.3,13.6,13.3,45493.0,904621.39,448.01,2040150.0,14250.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25400.0,129.05,222.0,104.75,191.8,192.0,191.8,18523.0,355180.74,2317.59,536775.0,44850.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24800.0,372.95,546.65,310.95,506.4,503.95,506.4,56045.0,1059784.52,17347.52,1501950.0,-36525.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24350.0,631.55,855.6,584.9,846.55,841.65,846.55,331.0,6214.36,169.47,9150.0,-900.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24300.0,691.0,925.0,618.3,881.65,881.0,881.65,1439.0,27055.88,830.11,77700.0,-9375.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23450.0,1390.65,1449.6,1356.35,1449.6,1449.6,1648.95,13.0,242.34,13.7,2025.0,-675.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25600.0,89.15,151.6,68.65,127.5,128.7,127.5,21295.0,410565.17,1701.17,477375.0,-41475.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23600.0,1206.2,1536.0,1206.15,1508.55,1504.8,1508.55,81.0,1519.73,86.03,48300.0,-2400.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25750.0,62.95,111.6,50.0,90.85,92.45,90.85,2472.0,47890.68,150.18,75450.0,19275.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25250.0,174.15,287.25,141.55,253.45,250.3,253.45,3028.0,57855.86,513.11,69075.0,-3150.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23800.0,1098.25,1345.0,1045.0,1336.0,1329.75,1336.0,168.0,3152.87,154.07,231150.0,-3150.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24500.0,568.0,765.65,480.05,721.75,715.0,721.75,22632.0,426520.24,10657.24,1324725.0,-104100.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24150.0,745.85,1025.8,737.2,1016.2,1010.0,1016.2,122.0,2285.32,75.6,11475.0,4350.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23700.0,1142.0,1441.45,1121.4,1416.3,1410.15,1416.3,19.0,356.65,18.92,51150.0,-150.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,22900.0,2187.95,2187.95,2187.95,2187.95,2187.95,2181.95,1.0,18.82,1.64,16875.0,-75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,22400.0,2695.0,2695.0,2695.0,2695.0,2695.0,2677.05,1.0,18.82,2.02,9675.0,-75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25950.0,37.75,71.75,32.2,55.85,56.3,55.85,3143.0,61281.95,111.32,72300.0,16200.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23950.0,1212.65,1212.65,1212.65,1212.65,1212.65,1192.9,1.0,18.87,0.91,2100.0,75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25150.0,204.45,336.75,172.45,302.8,300.65,302.8,4479.0,85400.69,915.55,90975.0,27225.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,17000.0,8000.0,8030.0,7967.25,8030.0,8030.0,8030.0,5.0,93.73,29.98,198400.0,-150.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23200.0,1645.0,1750.0,1645.0,1750.0,1750.0,1888.7,4.0,74.66,5.06,58125.0,75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23900.0,976.55,1259.0,936.5,1241.45,1242.8,1241.45,124.0,2321.81,99.11,32400.0,-3750.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23750.0,1398.65,1398.65,1398.65,1398.65,1398.65,1370.45,1.0,18.86,1.05,2100.0,75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25800.0,54.0,100.0,44.0,80.85,80.65,80.85,29349.0,569498.27,1595.12,782250.0,-17175.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,22600.0,2498.1,2498.1,2498.1,2498.1,2498.1,2478.45,1.0,18.82,1.87,14625.0,,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25200.0,189.2,310.9,156.45,276.8,275.0,276.8,36155.0,690106.1,6776.6,1089150.0,241125.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26750.0,7.0,9.5,4.25,7.25,7.25,7.25,538.0,10796.56,2.94,69525.0,-1425.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24700.0,430.0,616.75,363.2,573.3,572.65,573.3,26344.0,497138.49,9115.89,867225.0,-78075.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26400.0,11.95,23.15,10.35,16.5,16.85,16.5,12944.0,256450.92,159.72,183900.0,-20400.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26350.0,14.25,26.25,11.4,18.9,19.1,18.9,2645.0,52304.05,32.24,31650.0,2625.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,19000.0,5765.5,6071.7,5765.5,6069.9,6070.0,6069.9,8.0,149.95,35.95,137550.0,-450.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,28000.0,3.25,3.3,2.6,2.85,2.8,2.85,8474.0,177972.09,18.09,860875.0,-90550.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23650.0,1480.7,1480.7,1480.7,1480.7,1480.7,1461.85,1.0,18.85,1.11,1650.0,75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25700.0,66.35,123.7,55.0,101.95,101.8,101.95,23918.0,462637.41,1617.96,556125.0,27300.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24450.0,563.95,807.6,521.3,761.45,758.5,761.45,412.0,7743.34,188.29,21750.0,600.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26100.0,27.9,49.75,22.15,37.55,37.5,37.55,14186.0,278074.01,383.06,409050.0,126975.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,27000.0,5.15,6.45,4.3,5.4,6.0,5.4,26697.0,540721.87,107.62,2775050.0,149300.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24850.0,348.65,511.5,288.75,471.3,471.0,471.3,5980.0,113182.1,1729.85,142425.0,-60675.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,21500.0,3588.0,3594.2,3562.8,3594.2,3594.2,3573.4,5.0,94.04,13.41,114300.0,-150.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24550.0,510.0,720.0,455.0,683.15,682.55,683.15,770.0,14497.91,320.28,32400.0,-4575.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,22000.0,2811.0,3130.6,2750.0,3088.45,3080.65,3088.45,533.0,9989.08,1194.58,885300.0,-30675.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26300.0,17.0,29.85,13.0,21.0,21.2,21.0,32913.0,649697.07,488.15,1475700.0,223350.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23250.0,1859.25,1859.25,1859.25,1859.25,1859.25,1859.25,1.0,18.83,1.39,2175.0,75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,21800.0,3312.15,3312.15,3312.15,3312.15,3312.15,3312.15,1.0,18.83,2.48,3975.0,75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25900.0,41.2,80.15,35.25,63.3,63.25,63.3,15683.0,305297.9,655.62,371700.0,80475.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,18000.0,6795.0,7074.65,6754.15,7046.6,7045.0,7046.6,31.0,581.39,162.89,88225.0,-1575.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24400.0,618.45,846.0,548.05,801.7,791.75,801.7,3188.0,59899.33,1558.93,115500.0,-28275.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24250.0,701.9,960.0,654.4,924.3,922.15,924.3,308.0,5774.48,172.73,10200.0,675.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,20000.0,4790.0,5117.6,4760.0,5089.0,5071.55,5089.0,246.0,4613.51,923.51,414825.0,-6150.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25850.0,48.0,89.3,39.65,72.05,71.65,72.05,3045.0,59178.3,143.36,41850.0,8475.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,29000.0,2.85,2.85,2.45,2.7,2.75,2.7,4785.0,104083.16,9.41,570350.0,-27450.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23400.0,1391.65,1717.05,1391.65,1714.55,1714.55,1714.55,137.0,2573.65,169.3,27000.0,-8475.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26050.0,32.0,56.3,25.6,43.2,43.55,43.2,1909.0,37356.76,59.67,61950.0,6675.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24050.0,953.0,1130.0,953.0,1070.1,1070.1,1107.3,11.0,207.16,8.75,1500.0,225.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25050.0,242.4,391.0,206.0,354.15,350.0,354.15,4514.0,85858.42,1051.65,118350.0,26550.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24750.0,403.85,580.2,336.15,540.4,525.35,540.4,6870.0,129836.65,2312.28,145050.0,-54450.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23000.0,1875.0,2142.15,1769.2,2106.2,2099.0,2106.2,895.0,16788.46,1349.71,1469050.0,-12400.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,22300.0,2799.95,2799.95,2799.95,2799.95,2799.95,2799.95,1.0,18.82,2.1,7875.0,,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,22250.0,2849.9,2849.9,2849.9,2849.9,2849.9,2826.25,1.0,18.82,2.14,4350.0,,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24950.0,295.0,450.3,244.25,411.9,414.4,411.9,5515.0,104697.4,1497.96,92925.0,3900.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25350.0,133.05,240.7,116.0,210.95,210.15,210.95,2092.0,40056.4,282.25,71850.0,-16050.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,20500.0,4590.0,4591.95,4590.0,4591.95,4591.95,4591.95,2.0,37.64,6.89,22200.0,-75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,26550.0,11.05,15.85,8.05,11.95,11.95,11.95,1543.0,30738.07,13.08,45975.0,3975.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24000.0,930.05,1190.35,850.0,1145.9,1139.0,1145.9,7506.0,140959.19,5851.19,1501725.0,-111050.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,23550.0,1578.2,1578.2,1578.2,1578.2,1578.2,1554.75,1.0,18.85,1.18,3450.0,75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,22200.0,2707.95,2903.05,2707.95,2903.05,2903.05,2903.05,2.0,37.51,4.21,9450.0,75.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25100.0,245.0,364.05,188.15,327.1,326.05,327.1,24128.0,459471.86,5262.26,665250.0,64050.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,25450.0,131.85,201.65,95.8,174.1,173.9,174.1,2447.0,46966.55,259.44,50625.0,9825.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24200.0,766.95,1010.9,696.55,971.05,969.2,971.05,1125.0,21149.76,731.01,91125.0,-4800.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-06-26,CE,24600.0,479.95,690.95,420.15,647.55,642.0,647.55,12909.0,243302.75,5131.7,546675.0,-45975.0,25003.05,0.05475701574264202
NIFTY,2025-06-06,2025-07-03,CE,26050.0,93.15,93.15,93.15,93.15,93.15,93.15,1.0,19.61,0.07,150.0,75.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,25650.0,113.85,163.5,97.9,163.5,163.5,163.5,8.0,154.63,0.73,1725.0,-75.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,26650.0,11.6,21.0,11.6,18.85,18.85,59.0,91.0,1819.82,0.95,1125.0,150.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,26500.0,20.3,34.75,18.65,28.3,28.05,28.3,1396.0,27773.85,28.35,37500.0,5400.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,25000.0,333.0,489.6,288.05,452.6,452.15,452.6,1487.0,28318.41,437.16,53025.0,12375.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,25850.0,146.35,146.35,106.35,115.3,115.8,115.3,30.0,584.23,2.6,1950.0,1875.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,25900.0,79.65,140.0,79.65,107.55,111.1,107.55,53.0,1033.8,4.27,3150.0,2925.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,24750.0,450.0,620.0,387.5,595.1,595.1,667.3,39.0,738.49,14.55,1050.0,-525.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,25450.0,225.0,225.0,225.0,225.0,225.0,321.75,17.0,327.36,2.87,1200.0,1050.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,26550.0,15.0,26.25,15.0,20.35,20.35,20.35,36.0,717.36,0.51,3375.0,975.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,25250.0,325.95,325.95,312.6,318.15,312.6,318.15,23.0,441.04,5.48,600.0,375.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,24800.0,433.55,613.0,380.0,574.0,574.6,574.0,184.0,3487.3,64.9,9375.0,75.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,24550.0,539.7,724.4,539.7,724.4,724.4,795.9,8.0,151.2,3.9,75.0,-300.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,25800.0,96.45,140.0,67.5,127.35,128.0,127.35,84.0,1632.55,7.15,5475.0,1425.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,26750.0,12.6,19.85,9.4,15.75,16.4,15.75,227.0,4556.93,2.74,13875.0,1575.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,25100.0,282.7,434.5,248.3,398.6,393.35,398.6,218.0,4162.91,59.06,6900.0,3750.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,25200.0,240.8,377.0,210.0,339.25,340.25,339.25,216.0,4130.89,48.49,8025.0,2775.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,25400.0,176.15,280.0,150.1,251.45,252.8,251.45,1786.0,34284.71,261.41,83775.0,82800.0,25003.05,0.07392197125256673
NIFTY,2025-06-06,2025-07-03,CE,25150.0,364.0,364.0,348.1,348.1,348.1,449.7,6.0,114.8,1.63,750.0,-150.0,25003.05,0.07392197125256673
